No,Student_ID,Name,Attendance_F2F_Session_1,Attendance_F2F_Session_2,Attendance_F2F_Session_3,Attendance_F2F_Session_4,Attendance_F2F_Session_5,Attendance_F2F_Session_6,Attendance_F2F_Session_7,Attendance_F2F_Session_8,Attendance_Online_Session_1,Attendance_Online_Session_2,Attendance_Online_Session_3,Attendance_Online_Session_4,F2F_Present_Count,Online_Present_Count,Total_Present_Count,F2F_Absent_Count,Online_Absent_Count,Total_Absent_Count,Attendance_Rate
217,2307196070,"Publico, Kyle M.",0,1,1,1,0,1,0,1,1,0,1,0,5,2,7,3,2,5,0.5833333333333334
218,2387861716,"Dela Cerna, Daniel M.",1,0,0,1,1,1,1,1,0,1,1,1,6,3,9,2,1,3,0.75
219,2302650770,"Delfin, Nathan B.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
220,2334853256,"Dela Cerna, Natalie A.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
221,2210857232,"Castro, Gabriel B.",1,1,0,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
222,2299937100,"Gonzales, Justine C.",1,0,1,1,1,1,1,1,0,1,1,0,7,2,9,1,2,3,0.75
223,2364435479,"Lopez, Nicole L.",1,0,0,0,1,0,1,1,1,1,1,0,4,3,7,4,1,5,0.5833333333333334
224,2351435390,"Valdez, Jaymarc G.",0,1,0,0,1,1,1,1,0,1,1,0,5,2,7,3,2,5,0.5833333333333334
225,2381515584,"Albarracin, Christian B.",1,0,1,1,1,1,1,0,1,1,0,1,6,3,9,2,1,3,0.75
226,2276285414,"Santos, Princess M.",1,0,0,1,0,1,0,1,0,1,1,1,4,3,7,4,1,5,0.5833333333333334
227,2301452759,"Tilanduca, Kyle G.",1,1,1,0,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
228,2284478411,"Reyes, Thomas C.",1,1,0,1,0,1,1,1,0,1,0,1,6,2,8,2,2,4,0.6666666666666666
229,2231725229,"Garcia, Jaira D.",1,1,1,1,1,1,1,1,0,1,1,0,8,2,10,0,2,2,0.8333333333333334
230,2215441794,"Torres, Kim M.",1,0,1,0,0,1,0,1,0,0,1,0,4,1,5,4,3,7,0.4166666666666667
231,2366609131,"Tolentino, Sean M.",1,1,0,0,0,1,0,0,1,1,1,0,3,3,6,5,1,6,0.5
232,2288474989,"Delfin, Miky C.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
233,2378868622,"Melendez, Maria P.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
234,2240386287,"Melendez, Rica O.",1,1,0,0,0,1,1,0,1,0,0,1,4,2,6,4,2,6,0.5
235,2348340230,"Cruz, John L.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
236,2380869494,"Aquino, Daniel A.",0,0,1,1,0,1,1,1,0,1,0,1,5,2,7,3,2,5,0.5833333333333334
237,2250872901,"Quimbo, Winchel A.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
238,2339767588,"Torres, Rogelio C.",0,1,1,1,1,1,0,0,0,1,1,0,5,2,7,3,2,5,0.5833333333333334
239,2278633800,"Navarro, Kyle J.",1,1,1,1,0,1,1,0,0,1,0,0,6,1,7,2,3,5,0.5833333333333334
240,2274878030,"Tolentino, John D.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
241,2378346525,"Halinon, Jannerie F.",1,1,1,1,1,1,1,1,0,1,1,1,8,3,11,0,1,1,0.9166666666666666
242,2204184460,"Dela Cruz, Natalie O.",1,1,1,0,1,1,1,0,1,1,1,0,6,3,9,2,1,3,0.75
243,2285092729,"Delfin, John A.",1,1,1,1,0,1,1,1,1,1,0,1,7,3,10,1,1,2,0.8333333333333334
244,2235871713,"Gonzales, Donna F.",1,1,1,1,0,1,0,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
245,2332995560,"Mercado, Jaira M.",1,0,0,0,0,1,0,1,0,0,0,1,3,1,4,5,3,8,0.3333333333333333
246,2379403770,"Gonzales, Ian E.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
247,2299074333,"Dela Cerna, Gabriel K.",1,0,1,1,1,0,1,1,1,1,0,1,6,3,9,2,1,3,0.75
248,2305358990,"Bautista, Meljon J.",0,1,1,1,1,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
249,2366992993,"Reyes, Ella E.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
250,2347534835,"Aquino, Jade G.",0,1,0,1,1,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
251,2222668810,"Garcia, John F.",1,1,0,1,1,1,1,1,1,0,0,1,7,2,9,1,2,3,0.75
252,2202226761,"Delfin, Ella G.",0,1,1,1,1,1,1,1,1,1,0,0,7,2,9,1,2,3,0.75
253,2317681281,"Tolentino, Princess O.",1,1,1,0,1,1,1,0,0,0,1,1,6,2,8,2,2,4,0.6666666666666666
254,2227323891,"Domingo, Pol N.",0,0,1,1,1,1,0,1,0,0,0,1,5,1,6,3,3,6,0.5
255,2209615327,"Neri, Mary B.",1,1,1,1,0,1,0,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
256,2325221974,"Mendoza, John N.",1,1,1,1,1,0,0,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
257,2265561813,"Torres, Pia A.",1,0,1,0,1,1,0,1,1,1,0,1,5,3,8,3,1,4,0.6666666666666666
258,2389952270,"Magante, John C.",1,1,1,1,1,1,1,1,1,1,0,1,8,3,11,0,1,1,0.9166666666666666
259,2299132256,"Uy, Paolo C.",1,1,1,0,0,1,1,0,0,0,1,1,5,2,7,3,2,5,0.5833333333333334
260,2335606985,"De Guzman, Trisha D.",0,0,1,0,0,0,0,1,1,0,1,0,2,2,4,6,2,8,0.3333333333333333
261,2340771023,"Magante, Mark J.",1,1,0,1,0,1,0,1,0,1,0,1,5,2,7,3,2,5,0.5833333333333334
262,2320522579,"Cajes, Miguel E.",1,0,1,0,1,0,0,0,1,0,1,1,3,3,6,5,1,6,0.5
263,2285993601,"Gumapac, Daniel O.",1,1,1,1,1,0,1,0,1,0,1,1,6,3,9,2,1,3,0.75
264,2202152742,"Publico, Juvel K.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
265,2288608332,"Cruz, Winchel G.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
266,2304646317,"Uy, John J.",1,1,1,0,1,0,1,0,0,1,1,0,5,2,7,3,2,5,0.5833333333333334
267,2218747818,"Lantinay, Elisabeth M.",0,1,1,1,0,1,0,1,1,1,0,0,5,2,7,3,2,5,0.5833333333333334
268,2261269188,"Santos, Meljon A.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
269,2369576404,"Merina, Christian D.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
270,2372515901,"Bautista, Kate G.",0,1,1,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
271,2244762803,"Flores, Renz E.",1,1,1,1,1,1,1,1,0,1,1,1,8,3,11,0,1,1,0.9166666666666666
272,2292817041,"Salazar, Johann J.",0,0,1,0,1,1,0,0,1,1,1,1,3,4,7,5,0,5,0.5833333333333334
273,2326918333,"Ramos, Nicole B.",0,1,1,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
274,2336535539,"Gumapac, Maria D.",1,0,1,0,1,1,1,0,0,1,1,1,5,3,8,3,1,4,0.6666666666666666
275,2339043202,"Soriano, Alyssa D.",0,0,0,0,1,1,0,1,1,0,1,0,3,2,5,5,2,7,0.4166666666666667
276,2310328988,"Dela Cruz, Gabriel N.",1,1,1,0,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
277,2360708581,"Abad, James H.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
278,2227737080,"Publico, Jessa C.",1,0,1,1,1,1,1,1,0,1,0,1,7,2,9,1,2,3,0.75
279,2346097145,"Dela Cerna, Mark B.",0,0,1,1,1,1,0,0,0,0,0,0,4,0,4,4,4,8,0.3333333333333333
280,2384978726,"Dela Cerna, Mary P.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
281,2303159388,"Flores, Kim L.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
282,2314057666,"Mendoza, Mark P.",1,1,1,0,1,0,1,1,0,1,0,0,6,1,7,2,3,5,0.5833333333333334
283,2344836851,"Villanueva, Joshua I.",0,1,0,0,1,1,1,1,0,0,1,1,5,2,7,3,2,5,0.5833333333333334
284,2379095300,"Dela Cerna, Jade G.",0,1,0,1,0,1,1,0,1,1,0,1,4,3,7,4,1,5,0.5833333333333334
285,2325147824,"Castro, Ella E.",0,0,1,1,1,1,1,1,1,0,1,0,6,2,8,2,2,4,0.6666666666666666
286,2331293833,"Delfin, Kim N.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
287,2395410204,"Aquino, Ella D.",1,1,0,1,1,0,1,0,1,1,1,1,5,4,9,3,0,3,0.75
288,2258474349,"Mendoza, Lance N.",0,1,0,1,1,1,0,0,1,0,1,0,4,2,6,4,2,6,0.5
289,2349371767,"Gonzales, Miguel L.",0,0,0,1,0,1,1,0,0,0,1,1,3,2,5,5,2,7,0.4166666666666667
290,2393571843,"Quimbo, Patrick D.",0,0,1,1,1,1,1,1,0,1,0,1,6,2,8,2,2,4,0.6666666666666666
291,2268002447,"De Guzman, Johann E.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
292,2374706378,"Lisondra, Jaymarc H.",1,0,1,0,1,1,0,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
293,2392545800,"Villanueva, Kevin I.",1,1,1,1,1,1,1,0,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
294,2384681546,"Maraon, Franz C.",1,1,1,1,1,1,1,1,0,1,0,1,8,2,10,0,2,2,0.8333333333333334
295,2336436960,"Lisondra, Nathan J.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
296,2335005829,"Mendoza, Pol L.",0,0,1,0,1,1,0,1,1,0,1,0,4,2,6,4,2,6,0.5
297,2390505463,"Cajes, Kim D.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
298,2202107490,"De Guzman, Jeter F.",0,1,1,1,1,1,0,0,0,1,1,1,5,3,8,3,1,4,0.6666666666666666
299,2289429865,"Reyes, Miky O.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
300,2277486894,"Maraon, Elisabeth E.",0,1,1,0,1,1,1,1,1,1,1,0,6,3,9,2,1,3,0.75
301,2342821842,"Garcia, Nathan G.",1,1,1,1,1,1,1,1,0,1,1,1,8,3,11,0,1,1,0.9166666666666666
302,2222110726,"Uy, Elisabeth B.",1,0,1,1,1,1,1,0,0,0,1,0,6,1,7,2,3,5,0.5833333333333334
303,2241476946,"Merina, Sean I.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
304,2263073727,"Cruz, Miguel H.",0,1,1,1,1,0,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
305,2251404122,"De Guzman, Jade I.",0,1,1,1,1,1,1,1,0,1,0,1,7,2,9,1,2,3,0.75
306,2348348834,"Flores, Dean M.",1,0,1,1,1,1,0,1,0,1,1,1,6,3,9,2,1,3,0.75
307,2360739119,"Malana, Princess E.",1,1,0,1,1,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
308,2287648915,"Tan, Kyle N.",1,1,0,1,0,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
309,2237905418,"Flores, Kate E.",1,1,0,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
310,2387304718,"Valdez, Pol D.",1,1,1,1,1,1,1,0,1,1,1,0,7,3,10,1,1,2,0.8333333333333334
311,2255891248,"Lisondra, John A.",1,1,1,1,0,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
312,2242682245,"Torres, Joshua K.",1,0,1,1,0,1,0,1,1,0,1,0,5,2,7,3,2,5,0.5833333333333334
313,2259113310,"Mercado, Nathan C.",1,1,1,1,1,1,0,0,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
314,2295516556,"Cabuco, Nicole H.",0,1,1,1,1,1,0,0,0,0,1,0,5,1,6,3,3,6,0.5
315,2346411242,"Dela Cruz, Kevin A.",1,1,1,1,1,1,1,0,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
316,2201323521,"Maraon, Sean F.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
317,2307017469,"Lantinay, Khiara B.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
318,2262060404,"Dela Cruz, Claire M.",1,1,0,1,0,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
319,2258478990,"Delfin, Lance N.",1,1,1,1,1,0,0,1,1,0,1,0,6,2,8,2,2,4,0.6666666666666666
320,2268303111,"Flores, Kevin C.",0,1,0,1,1,1,1,1,1,1,1,0,6,3,9,2,1,3,0.75
321,2249900807,"Quimbo, Jaymarc D.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
322,2327203262,"Maraon, Dean M.",1,1,1,1,1,1,1,1,1,1,0,1,8,3,11,0,1,1,0.9166666666666666
323,2277683182,"Tan, Juvel E.",1,1,1,0,1,1,1,1,0,1,1,0,7,2,9,1,2,3,0.75
324,2246642806,"Gumapac, Miky D.",1,1,1,0,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
325,2320692153,"Aquino, Christian E.",1,0,1,1,1,1,1,1,1,1,0,0,7,2,9,1,2,3,0.75
326,2260721939,"Aquino, Claire P.",1,1,0,0,1,0,1,0,0,1,1,0,4,2,6,4,2,6,0.5
327,2383491404,"Rivera, James O.",1,1,1,0,1,1,1,0,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
328,2291663304,"Magante, John J.",1,0,0,1,0,1,1,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
329,2301353534,"Delfin, Mark H.",0,1,1,1,0,1,1,0,0,0,1,1,5,2,7,3,2,5,0.5833333333333334
330,2319605626,"Rubio, Jessa E.",1,1,1,1,1,0,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
331,2264301084,"Maraon, Donna J.",0,1,1,1,1,1,0,0,1,1,0,1,5,3,8,3,1,4,0.6666666666666666
332,2292958195,"Mendoza, Renz C.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
333,2243705994,"Publico, Elisabeth J.",0,1,0,0,1,1,1,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
334,2211864986,"Publico, Meljon L.",1,1,0,1,1,1,0,0,1,1,1,1,5,4,9,3,0,3,0.75
335,2324196303,"De Guzman, Pia D.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
336,2225307125,"Flores, Jaymarc F.",1,1,1,1,1,1,0,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
337,2369551106,"Maraon, EJ E.",1,1,1,1,1,1,1,1,0,0,1,0,8,1,9,0,3,3,0.75
338,2267666489,"Lisondra, Princess E.",1,0,1,1,1,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
339,2214470226,"Dela Cerna, James D.",0,1,1,1,0,1,1,1,0,1,1,1,6,3,9,2,1,3,0.75
340,2374874390,"Gumapac, Miguel C.",1,1,1,1,0,1,1,0,0,0,0,0,6,0,6,2,4,6,0.5
341,2325011689,"Valdez, Angela E.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
342,2265414091,"Delfin, Sean L.",1,1,1,1,0,1,0,1,1,1,0,1,6,3,9,2,1,3,0.75
343,2298174174,"Merina, Jaymarc M.",1,1,1,1,1,1,1,1,1,1,0,1,8,3,11,0,1,1,0.9166666666666666
344,2398601437,"Rubio, Jessa I.",1,1,1,0,1,0,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
345,2248661958,"Soriano, Kyle D.",1,1,1,1,1,1,1,1,1,1,0,1,8,3,11,0,1,1,0.9166666666666666
346,2385747743,"Dela Cerna, Pia M.",0,0,1,1,1,1,0,0,1,1,1,1,4,4,8,4,0,4,0.6666666666666666
347,2354062999,"Nuer, Kim G.",0,0,1,1,0,1,1,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
348,2216611326,"Bautista, Mary M.",1,1,1,1,1,1,0,1,0,0,0,1,7,1,8,1,3,4,0.6666666666666666
349,2341397316,"Ramos, Natalie D.",0,0,1,0,1,0,1,1,1,0,0,1,4,2,6,4,2,6,0.5
350,2336169615,"Tilanduca, Claire F.",1,1,0,1,1,1,1,1,1,0,1,1,7,3,10,1,1,2,0.8333333333333334
351,2273806082,"Torres, Kyle D.",0,1,1,1,1,1,1,1,1,0,1,0,7,2,9,1,2,3,0.75
352,2228094003,"Dela Cerna, Mary G.",1,0,1,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
353,2204418243,"Magante, Khiara B.",1,1,1,1,1,1,1,0,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
354,2389620710,"Cruz, Paul L.",1,1,0,1,1,1,1,1,1,0,0,1,7,2,9,1,2,3,0.75
355,2251113051,"Lintawahan, Thomas C.",1,0,1,1,0,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
356,2253999753,"Garcia, Trisha K.",1,1,1,1,0,1,1,0,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
357,2202703236,"Aquino, Princess C.",0,0,1,1,1,1,1,1,1,1,0,1,6,3,9,2,1,3,0.75
358,2303455440,"Rivera, Claire L.",1,1,1,1,1,0,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
359,2352227781,"Tilanduca, Juvel B.",1,1,1,1,1,1,1,1,1,0,1,1,8,3,11,0,1,1,0.9166666666666666
360,2268407153,"Mercado, Mark P.",1,1,1,0,0,0,1,0,1,1,0,1,4,3,7,4,1,5,0.5833333333333334
361,2364539884,"Bautista, Rica F.",1,0,1,1,1,1,0,0,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
362,2389506366,"Publico, Patrick H.",1,1,1,1,1,0,1,1,1,0,1,0,7,2,9,1,2,3,0.75
363,2244579195,"Flores, Jaira E.",1,0,1,0,0,0,0,1,1,0,0,0,3,1,4,5,3,8,0.3333333333333333
364,2237768705,"Gonzales, Dean L.",0,0,1,0,1,0,1,0,1,1,1,0,3,3,6,5,1,6,0.5
365,2374510725,"Valdez, Angela I.",1,1,1,1,0,0,1,1,1,1,0,0,6,2,8,2,2,4,0.6666666666666666
366,2319032082,"Villanueva, John P.",0,1,1,1,1,1,0,0,0,0,1,1,5,2,7,3,2,5,0.5833333333333334
367,2287506934,"Rubio, Nathan D.",1,1,1,1,0,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
368,2370630214,"Halinon, James G.",1,1,1,0,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
369,2241887146,"Lisondra, Kate A.",1,1,1,1,1,1,1,1,1,0,0,1,8,2,10,0,2,2,0.8333333333333334
370,2230973452,"Malana, Pia F.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
371,2276965211,"Cabuco, Kyle P.",1,1,1,1,1,1,0,1,1,0,0,1,7,2,9,1,2,3,0.75
372,2339306208,"Villanueva, Daniel A.",1,1,1,1,1,1,1,1,0,1,1,1,8,3,11,0,1,1,0.9166666666666666
373,2314685224,"Bautista, Meljon O.",0,1,0,1,1,1,0,0,1,0,0,0,4,1,5,4,3,7,0.4166666666666667
374,2384137293,"Lopez, Faith G.",1,1,1,1,1,1,1,1,1,1,1,0,8,3,11,0,1,1,0.9166666666666666
375,2233827029,"Abad, Renz M.",1,1,0,1,0,1,1,0,1,0,1,1,5,3,8,3,1,4,0.6666666666666666
376,2302037265,"Lantinay, Princess K.",1,1,1,1,1,1,0,1,0,0,0,1,7,1,8,1,3,4,0.6666666666666666
377,2208752822,"Salazar, Jade D.",1,1,1,1,0,1,0,1,0,1,1,0,6,2,8,2,2,4,0.6666666666666666
378,2364868461,"Gonzales, Lance C.",1,1,1,1,0,1,0,0,1,1,1,1,5,4,9,3,0,3,0.75
379,2347294138,"De Guzman, Sean F.",1,1,1,1,0,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
380,2393642235,"Garcia, Kate H.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
381,2373963196,"Delfin, Angela J.",1,0,1,1,1,0,1,1,1,1,1,0,6,3,9,2,1,3,0.75
382,2295753872,"Valdez, Daniel K.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
383,2301040749,"Reyes, Ian O.",1,1,1,1,0,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
384,2266768101,"Torres, Rica F.",1,1,1,1,0,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
385,2381349195,"Aquino, Johann G.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
386,2374953281,"Malana, Carlo C.",1,1,1,1,1,1,1,1,1,0,1,1,8,3,11,0,1,1,0.9166666666666666
387,2322145858,"De Guzman, John D.",1,1,0,0,1,0,1,1,1,1,1,1,5,4,9,3,0,3,0.75
388,2350321856,"Dela Cruz, Nathan C.",0,1,1,1,1,1,0,1,0,1,1,1,6,3,9,2,1,3,0.75
389,2274349499,"Dela Cerna, Mark P.",0,1,0,0,1,0,1,0,1,0,1,1,3,3,6,5,1,6,0.5
390,2213624887,"Merina, John G.",1,1,1,1,1,0,1,1,0,0,0,0,7,0,7,1,4,5,0.5833333333333334
391,2208209842,"De Guzman, Dean I.",0,0,0,1,1,0,1,1,1,1,0,1,4,3,7,4,1,5,0.5833333333333334
392,2263225124,"Soriano, Elisabeth C.",1,1,1,1,0,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
393,2345335552,"Tilanduca, Kyle J.",1,1,1,1,1,1,0,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
394,2229411407,"Valdez, Carlo B.",1,1,1,1,0,1,1,1,1,0,0,1,7,2,9,1,2,3,0.75
395,2305722408,"Santos, Natalie G.",1,1,1,1,0,1,0,1,1,0,0,1,6,2,8,2,2,4,0.6666666666666666
396,2213880776,"Torres, James I.",1,1,0,1,1,1,1,1,1,0,0,1,7,2,9,1,2,3,0.75
397,2296498286,"Cabuco, Jessa B.",1,1,1,0,0,1,0,0,1,1,0,1,4,3,7,4,1,5,0.5833333333333334
398,2399499006,"Tan, Rogelio N.",1,1,0,1,0,0,1,1,1,1,1,1,5,4,9,3,0,3,0.75
399,2304507062,"Lisondra, Ian N.",1,1,0,1,1,1,1,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
400,2291367572,"Ramos, Mary C.",1,1,1,1,0,1,1,0,1,0,1,0,6,2,8,2,2,4,0.6666666666666666
401,2399618043,"Gonzales, Winchel N.",1,1,1,1,0,1,1,1,1,1,0,1,7,3,10,1,1,2,0.8333333333333334
402,2288774005,"Flores, Natalie E.",0,0,1,1,0,1,0,1,1,1,1,1,4,4,8,4,0,4,0.6666666666666666
403,2389293183,"Delfin, Christian N.",0,1,1,1,1,0,1,1,1,0,1,1,6,3,9,2,1,3,0.75
404,2223013864,"Halinon, Mary J.",1,1,1,0,1,1,1,1,1,0,1,1,7,3,10,1,1,2,0.8333333333333334
405,2378272106,"Gonzales, Miguel G.",0,0,1,1,1,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
406,2307738286,"Maraon, Winchel E.",1,1,1,1,0,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
407,2297269631,"Dela Cruz, Justine B.",1,1,1,1,1,1,1,0,1,1,0,1,7,3,10,1,1,2,0.8333333333333334
408,2377384472,"Delfin, Natalie L.",1,1,0,0,1,0,1,1,0,1,1,1,5,3,8,3,1,4,0.6666666666666666
409,2320881291,"Gumapac, Carlo J.",0,1,0,0,0,1,1,1,1,0,1,1,4,3,7,4,1,5,0.5833333333333334
410,2363353704,"Tolentino, Joshua F.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
411,2333658954,"Gonzales, Carlo D.",1,1,1,0,1,1,0,1,1,0,1,1,6,3,9,2,1,3,0.75
412,2332048494,"Tilanduca, Kyle E.",0,1,1,1,1,1,1,0,1,0,0,1,6,2,8,2,2,4,0.6666666666666666
413,2285566939,"Neri, Justine A.",0,1,1,1,1,1,0,1,0,1,0,1,6,2,8,2,2,4,0.6666666666666666
414,2285732731,"Santos, Pia P.",1,1,1,1,0,1,0,1,1,0,1,1,6,3,9,2,1,3,0.75
415,2273923004,"Maraon, Thomas G.",1,1,1,1,1,1,0,1,0,0,0,1,7,1,8,1,3,4,0.6666666666666666
416,2319008841,"Bautista, Pol D.",1,1,1,1,1,1,0,0,1,1,1,0,6,3,9,2,1,3,0.75
417,2322814585,"Salazar, Mark E.",1,1,1,1,0,1,0,0,0,1,0,1,5,2,7,3,2,5,0.5833333333333334
418,2375300857,"Garcia, Johann G.",1,1,0,1,0,0,1,0,1,0,1,1,4,3,7,4,1,5,0.5833333333333334
419,2379882306,"Rubio, Sean L.",1,1,1,1,1,1,0,1,0,1,1,1,7,3,10,1,1,2,0.8333333333333334
420,2305124554,"Dela Cruz, Juvel C.",1,1,0,0,1,0,0,0,1,0,0,1,3,2,5,5,2,7,0.4166666666666667
421,2320845885,"Tan, Faith A.",1,0,0,1,0,1,1,0,0,0,0,0,4,0,4,4,4,8,0.3333333333333333
422,2367610772,"Nuer, Gabriel F.",1,0,1,1,1,1,1,1,0,0,1,1,7,2,9,1,2,3,0.75
423,2236446338,"Malana, Sean J.",1,1,0,0,1,1,1,1,1,1,1,1,6,4,10,2,0,2,0.8333333333333334
424,2236917442,"Salto, Nicole J.",1,1,1,1,0,1,1,1,1,1,1,0,7,3,10,1,1,2,0.8333333333333334
425,2225269195,"Nuer, Lance E.",0,1,1,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
426,2394213232,"Halinon, Thomas O.",1,1,1,1,1,0,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
427,2311428629,"Valdez, Claire D.",1,1,1,0,1,1,1,1,1,1,1,0,7,3,10,1,1,2,0.8333333333333334
428,2352351145,"Salto, Maria N.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
429,2278320293,"De Guzman, Princess F.",0,1,0,1,0,0,0,1,1,1,1,0,3,3,6,5,1,6,0.5
430,2336081039,"Quimbo, Mary I.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
431,2323089994,"Santos, Mary M.",1,1,0,0,1,0,1,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
432,2334158860,"Reyes, Mary G.",1,1,1,1,1,1,1,1,1,1,1,1,8,4,12,0,0,0,1
433,2248224269,"Santos, Maria J.",1,1,1,0,1,0,0,1,1,1,1,0,5,3,8,3,1,4,0.6666666666666666
434,2236119122,"Villanueva, Meljon J.",1,1,0,1,1,1,1,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
435,2356921380,"Santos, Maria D.",1,1,1,1,0,1,1,1,1,0,1,1,7,3,10,1,1,2,0.8333333333333334
436,2389274612,"Salto, Thomas J.",1,1,1,1,1,1,0,1,1,1,1,1,7,4,11,1,0,1,0.9166666666666666
