,,,General Information,,,,,,,Current Academic Standing,,,GPA/Academic Performance from previous term:,,,Attendance Record,,,,Previous Academic Support Received,,,,,Academic Challenges,,,,,External/Personal Factors Affecting Performance,,
2302010502,"Fernandez, Rhea Faith",BSIS / 2nd Year,CITC,Main,rhea.fernandez5575@gmail.com,Transferee,Mark T. Villanueva,0,1,0,0,4,1st - 2nd Semester,1.79,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2302011718,"Mendoza, Angelo Jane",BSIT / 3rd Year,CITC,Main,angelo.mendoza2023@buksu.edu.ph,Regular,Rhea L. Aquino,0,0,0,0,1,3rd - 1st Semester,1.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2302012008,"Ramos, Andrea Claire",BSCS / 2nd Year,CITC,Main,andrea.ramos3197@gmail.com,Hybrid,Maria G. Ramos,1,1,0,1,4,2nd - 1st Semester,2.35,2,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
2402007009,"Villanueva, Paul Mae",BSPsych / 4th Year,CAS,Main,paul.villanueva8445@gmail.com,Regular,John P. Navarro,1,1,1,1,8,3rd - 2nd Semester,2.89,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2201005607,"Soriano, Daniel Miguel",BSN / 1st Year,CON,Baungon,daniel.soriano9382@buksu.edu.ph,Regular,Maria G. Ramos,0,1,0,0,3,1st - 1st Semester,1.83,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2202014070,"Gonzales, Juan Garcia",BPA / 1st Year,COA,Main,juan.gonzales3379@gmail.com,Face to face,Richard B. Salazar,1,1,1,1,5,1st - 1st Semester,2.85,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2401013074,"Soriano, Nathan Rose",BSIT / 1st Year,CITC,Main,nathan.soriano4911@gmail.com,Face to face,John P. Navarro,0,1,0,0,5,1st - 1st Semester,2.49,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2302006771,"Dela Cruz, Lyn Claire",BSN / 1st Year,CON,Main,lyn.delacruz1803@gmail.com,Online,Carla M. Reyes,1,1,1,1,5,1st - 1st Semester,3.11,4,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2401008698,"Rivera, Mark Louise",BSEd-English / 1st Year,CTE,Talakag,mark.rivera8712@buksu.edu.ph,Transferee,Jose A. Flores,1,1,1,1,6,1st - 1st Semester,2.68,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2401008007,"Morales, Fatima Grace",BSEd-Math / 3rd Year,CTE,Talakag,fatima.morales1303@buksu.edu.ph,Face to face,Maria G. Ramos,1,1,1,1,8,2nd - 2nd Semester,2.58,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
2402011222,"Soriano, Rhea Rae",BSIT / 3rd Year,CITC,Dangcagan,rhea.soriano8578@yahoo.com,Face to face,Carla M. Reyes,0,1,0,0,3,3rd - 1st Semester,2.21,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2401012260,"Pascual, Patrick Mae",BSCrim / 2nd Year,CCJE,Main,patrick.pascual85@buksu.edu.ph,Regular,Jose A. Flores,1,1,1,1,5,2nd - 1st Semester,2.65,3,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2202006553,"Dela Cruz, Louise Kate",BEEd / 4th Year,CTE,Kitaotao,louise.delacruz1814@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,10,3rd - 2nd Semester,3.51,5,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
2202006811,"Natividad, Bianca Mae",BSN / 1st Year,CON,Talakag,bianca.natividad7040@yahoo.com,Regular,Jose A. Flores,0,1,0,0,2,1st - 1st Semester,2.02,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2202006237,"Fernandez, Noel Joy",BSBio / 4th Year,CAS,Kibawe,noel.fernandez3271@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,6,3rd - 2nd Semester,2.86,3,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2302007293,"Rivera, Alyssa Mae",BSBA-FM / 1st Year,CBAA,Cabanglasan,alyssa.rivera9041@gmail.com,Face to face,Carla M. Reyes,1,1,1,1,8,1st - 1st Semester,3.24,4,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
2401009884,"Natividad, Louise Santos",BSBio / 3rd Year,CAS,Main,louise.natividad2095@buksu.edu.ph,Regular,Richard B. Salazar,0,1,0,0,2,2nd - 2nd Semester,2.04,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2202011439,"Ramos, Janelle Beth",BSEd-English / 3rd Year,CTE,Main,janelle.ramos59@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,1,4,2nd - 2nd Semester,2.71,4,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
2402008347,"Dela Cruz, Gabriel Rose",BEEd / 3rd Year,CTE,Dangcagan,gabriel.delacruz5318@buksu.edu.ph,Regular,Paolo D. Torres,0,1,0,0,4,3rd - 1st Semester,2.22,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2202009581,"Lopez, Jessa Ramos",BSEd-English / 1st Year,CTE,Main,jessa.lopez7110@buksu.edu.ph,Transferee,Maria G. Ramos,0,0,0,0,1,1st - 1st Semester,1.79,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2302010561,"Natividad, Paul Mae",BSIT / 1st Year,CITC,Malitbog,paul.natividad4386@buksu.edu.ph,Regular,Raul Lecaros,0,1,0,0,5,1st - 1st Semester,2.22,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2202004664,"Mendoza, Bryan Claire",BEEd / 3rd Year,CTE,Main,bryan.mendoza6304@gmail.com,Regular,Grace B. Lopez,1,1,1,1,7,3rd - 1st Semester,3.71,5,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
2401008974,"Mercado, Angel Hope",BSEntrep / 3rd Year,CBAA,Impasug-ong,angel.mercado1252@gmail.com,Transferee,John P. Navarro,1,1,1,1,7,2nd - 2nd Semester,2.81,4,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2501008301,"Villanueva, Lyn Garcia",BSEntrep / 3rd Year,CBAA,Talakag,lyn.villanueva6302@buksu.edu.ph,Regular,Paolo D. Torres,1,1,1,1,6,3rd - 1st Semester,2.62,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2202007726,"Mendoza, Mark Rae",BSIS / 4th Year,CITC,Kitaotao,mark.mendoza6185@gmail.com,Regular,Jose A. Flores,1,1,1,1,5,3rd - 2nd Semester,2.72,3,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2301006097,"Reyes, Mark Miguel",BSPsych / 2nd Year,CAS,Main,mark.reyes6941@gmail.com,Transferee,Paolo D. Torres,0,1,0,0,5,2nd - 1st Semester,2.38,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2501010509,"Lopez, Mark Mae",BSEd-Math / 1st Year,CTE,Main,mark.lopez1275@buksu.edu.ph,Regular,Carla M. Reyes,1,1,1,1,6,1st - 1st Semester,2.63,2,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
2302012472,"Ramos, Kenneth Beth",BEEd / 4th Year,CTE,Kitaotao,kenneth.ramos1596@buksu.edu.ph,Transferee,Paolo D. Torres,1,1,1,0,4,4th - 1st Semester,2.52,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
2302006427,"Pascual, Nicole Mae",BSEd-Math / 1st Year,CTE,Kitaotao,nicole.pascual6351@buksu.edu.ph,Returnee,Rhea L. Aquino,1,1,1,1,7,1st - 1st Semester,3.51,4,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
2302008473,"Garcia, Fatima Marie",BSEntrep / 1st Year,CBAA,San Fernando,fatima.garcia6569@buksu.edu.ph,Regular,Angela S. Bautista,1,1,1,1,9,1st - 1st Semester,3.06,3,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
2401010821,"Ocampo, Joshua Claire",BSCrim / 3rd Year,CCJE,Main,joshua.ocampo7676@gmail.com,Transferee,Nina V. Mendoza,1,1,1,1,4,3rd - 1st Semester,2.95,4,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
2201010203,"Reyes, Alyssa Anne",BSBio / 4th Year,CAS,Dangcagan,alyssa.reyes6930@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,7,3rd - 2nd Semester,3.7,5,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0
2402011438,"Ramos, Rose Ramos",BSDAT-EMC / 3rd Year,F,San Fernando,rose.ramos3254@buksu.edu.ph,Regular,Rhea L. Aquino,0,0,0,0,5,2nd - 2nd Semester,2.08,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2401010468,"Aquino, Patrick Anne",BSDAT-EMC / 2nd Year,F,Main,patrick.aquino4948@gmail.com,Hybrid,Patrick M. Rosales,0,0,0,0,4,1st - 2nd Semester,1.73,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2201005984,"Pascual, Joseph Mae",BSEd-Math / 1st Year,CTE,Kitaotao,joseph.pascual8925@buksu.edu.ph,Online,Rhea L. Aquino,0,1,0,0,3,1st - 1st Semester,1.63,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2402008242,"Dela Cruz, Bryan Joy",BSDAT-EMC / 1st Year,F,Main,bryan.delacruz8503@gmail.com,Regular,Carla M. Reyes,1,1,1,0,4,1st - 1st Semester,2.69,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2402013738,"Mercado, Andrea Miguel",BSA / 4th Year,CBAA,Main,andrea.mercado5283@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,7,4th - 1st Semester,2.57,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2402005134,"Lopez, Joy Marie",BSDAT-EMC / 3rd Year,F,Baungon,joy.lopez1695@buksu.edu.ph,Transferee,Maria G. Ramos,1,1,1,1,8,2nd - 2nd Semester,4.01,6,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
2301004454,"Lopez, Elijah Ramos",BSIT / 1st Year,CITC,Main,elijah.lopez5682@buksu.edu.ph,Regular,Paolo D. Torres,1,1,0,0,3,1st - 1st Semester,2.21,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2302012688,"Torres, Jessa Hope",BSBio / 3rd Year,CAS,San Fernando,jessa.torres4606@yahoo.com,Face to face,Aileen C. Domingo,0,0,0,1,4,3rd - 1st Semester,1.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302004780,"Navarro, Miguel Lyn",BSPsych / 2nd Year,CAS,Main,miguel.navarro6090@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,4,2nd - 1st Semester,2.83,3,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
2202007520,"Reyes, Daniel Santos",BSA / 2nd Year,CBAA,Main,daniel.reyes2804@gmail.com,Regular,Leah C. Dizon,0,1,0,0,1,1st - 2nd Semester,1.46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2302009181,"Mercado, Alyssa Miguel",BSIS / 4th Year,CITC,Impasug-ong,alyssa.mercado1684@buksu.edu.ph,Face to face,Raul Lecaros,1,1,1,1,7,4th - 1st Semester,2.87,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2301007083,"Garcia, Kevin Cruz",BSMath / 2nd Year,CAS,Main,kevin.garcia9571@gmail.com,Returnee,Jose A. Flores,0,1,0,0,5,1st - 2nd Semester,2.43,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2302010602,"Rivera, Daniel Rose",BSBio / 4th Year,CAS,Malitbog,daniel.rivera8421@gmail.com,Regular,Richard B. Salazar,1,1,1,1,7,3rd - 2nd Semester,3.55,5,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
2302007359,"Soriano, Maria Santos",BSCrim / 2nd Year,CCJE,Main,maria.soriano9017@buksu.edu.ph,Online,John P. Navarro,1,1,1,1,5,1st - 2nd Semester,2.93,4,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
2201004880,"Domingo, Rhea Grace",BSIS / 2nd Year,CITC,San Fernando,rhea.domingo6629@buksu.edu.ph,Face to face,Mark T. Villanueva,0,1,0,0,2,1st - 2nd Semester,1.64,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2202008619,"Natividad, Miguel Paolo",BSDAT-EMC / 3rd Year,F,Dangcagan,miguel.natividad9555@buksu.edu.ph,Transferee,Nina V. Mendoza,0,1,0,1,1,3rd - 1st Semester,2.2,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
2201008720,"Ocampo, Carlo Kate",BSN / 3rd Year,CON,Main,carlo.ocampo8157@buksu.edu.ph,Regular,Mark T. Villanueva,0,0,0,0,1,3rd - 1st Semester,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501011754,"Dela Cruz, Nicole Rose",BSEntrep / 4th Year,CBAA,Main,nicole.delacruz2462@buksu.edu.ph,Face to face,Paolo D. Torres,1,1,1,1,5,3rd - 2nd Semester,2.44,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
2201008734,"Navarro, Sean Anne",BSCS / 2nd Year,CITC,Main,sean.navarro5811@buksu.edu.ph,Regular,Jose A. Flores,1,1,1,0,4,2nd - 1st Semester,2.54,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2201006571,"Bautista, Rose Lyn",BEEd / 2nd Year,CTE,Kibawe,rose.bautista6890@yahoo.com,Hybrid,Grace B. Lopez,1,1,1,1,6,2nd - 1st Semester,2.54,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2501005192,"Valencia, Mark Hope",BSIS / 2nd Year,CITC,Main,mark.valencia4761@buksu.edu.ph,Regular,Patrick M. Rosales,1,1,1,1,6,1st - 2nd Semester,3.06,3,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
2401005890,"Villanueva, Rafael Rose",BSDAT-EMC / 4th Year,F,Kibawe,rafael.villanueva912@yahoo.com,Face to face,Nina V. Mendoza,0,1,0,0,5,4th - 1st Semester,2.16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302010625,"Valencia, Christian Kate",BSEd-Math / 1st Year,CTE,Main,christian.valencia1969@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,0,4,1st - 1st Semester,2.55,2,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2402006599,"Morales, Andrea Paolo",BSEd-English / 1st Year,CTE,Talakag,andrea.morales7926@buksu.edu.ph,Hybrid,Angela S. Bautista,0,0,0,0,3,1st - 1st Semester,1.73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202010598,"Pascual, Joy Joy",BSA / 1st Year,CBAA,Talakag,joy.pascual1195@buksu.edu.ph,Online,Angela S. Bautista,1,1,1,1,6,1st - 1st Semester,3.16,5,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
2201010198,"Ocampo, Sophia Garcia",BSCS / 2nd Year,CITC,Cabanglasan,sophia.ocampo8654@buksu.edu.ph,Regular,Rhea L. Aquino,1,1,1,1,7,2nd - 1st Semester,2.69,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2501008426,"Santos, Rose Mae",BSPsych / 4th Year,CAS,Main,rose.santos9427@buksu.edu.ph,Hybrid,Rhea L. Aquino,1,1,0,0,2,3rd - 2nd Semester,2.46,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
2301005468,"Pascual, Trisha Rae",BSCS / 4th Year,CITC,Kibawe,trisha.pascual2122@buksu.edu.ph,Face to face,Raul Lecaros,1,1,0,0,3,3rd - 2nd Semester,2.24,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2201011485,"Flores, Angelo Mae",BSBio / 2nd Year,CAS,Impasug-ong,angelo.flores3903@buksu.edu.ph,Regular,Leah C. Dizon,1,1,0,1,6,1st - 2nd Semester,2.41,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2302010159,"Morales, Christian Jose",BEEd / 4th Year,CTE,Main,christian.morales4002@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,0,1,6,3rd - 2nd Semester,2.41,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2201012486,"Salazar, Jerome Hope",BSEd-English / 2nd Year,CTE,Dangcagan,jerome.salazar979@buksu.edu.ph,Regular,Nina V. Mendoza,0,1,0,0,4,1st - 2nd Semester,1.92,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2501006102,"Morales, Louise Paolo",BSCrim / 2nd Year,CCJE,Kitaotao,louise.morales8502@buksu.edu.ph,Returnee,Nina V. Mendoza,1,1,0,0,3,2nd - 1st Semester,1.97,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2501007243,"Gonzales, Sheila Mae",BSDAT-EMC / 2nd Year,F,Dangcagan,sheila.gonzales7868@gmail.com,Regular,Jose A. Flores,1,1,1,1,6,1st - 2nd Semester,2.78,3,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2401008049,"Fernandez, Nathan Hope",BSDAT-EMC / 3rd Year,F,San Fernando,nathan.fernandez5790@buksu.edu.ph,Face to face,Leah C. Dizon,1,1,1,1,7,3rd - 1st Semester,2.92,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2401004826,"Morales, Patrick Joy",BSMath / 4th Year,CAS,Main,patrick.morales9979@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,0,1,4,3rd - 2nd Semester,2.41,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2401012055,"Aquino, Patricia Hope",BSBA-FM / 4th Year,CBAA,Main,patricia.aquino5931@buksu.edu.ph,Face to face,Maria G. Ramos,0,1,0,0,4,4th - 1st Semester,2.27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2301006250,"Bautista, Bryan Kate",BSMath / 3rd Year,CAS,Cabanglasan,bryan.bautista3246@gmail.com,Transferee,Raul Lecaros,1,1,1,1,8,3rd - 1st Semester,3.54,4,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
2401014292,"Santos, Sean Joy",BEEd / 4th Year,CTE,Impasug-ong,sean.santos7369@gmail.com,Online,Aileen C. Domingo,0,0,0,0,3,4th - 1st Semester,1.73,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2301009608,"Torres, Patricia Beth",BSMath / 1st Year,CAS,Impasug-ong,patricia.torres3452@buksu.edu.ph,Face to face,Grace B. Lopez,0,0,0,1,1,1st - 1st Semester,1.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2301007649,"Aguilar, Sophia Kate",BSCrim / 2nd Year,CCJE,Talakag,sophia.aguilar4833@yahoo.com,Regular,Grace B. Lopez,0,1,0,0,3,2nd - 1st Semester,2.23,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2301007441,"Dela Cruz, Joseph Miguel",BSN / 1st Year,CON,Main,joseph.delacruz3608@gmail.com,Face to face,John P. Navarro,1,1,1,1,6,1st - 1st Semester,2.71,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2301008122,"Villanueva, Kaye Santos",BSEd-English / 3rd Year,CTE,Kalilangan,kaye.villanueva4841@buksu.edu.ph,Face to face,Grace B. Lopez,0,1,0,0,3,3rd - 1st Semester,1.77,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2201013536,"Rivera, Kristine Paolo",BSEd-Math / 2nd Year,CTE,Kibawe,kristine.rivera6532@buksu.edu.ph,Face to face,Nina V. Mendoza,0,0,0,0,3,1st - 2nd Semester,1.82,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2202013101,"Morales, Rose Faith",BSPsych / 4th Year,CAS,Main,rose.morales3533@buksu.edu.ph,Face to face,Raul Lecaros,1,1,1,1,6,3rd - 2nd Semester,3.46,6,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0
2201005536,"Aguilar, Maria Mae",BSMath / 1st Year,CAS,Baungon,maria.aguilar6409@buksu.edu.ph,Regular,Richard B. Salazar,1,1,1,1,8,1st - 1st Semester,3.68,5,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2302007998,"Castillo, Noel Beth",BSCrim / 2nd Year,CCJE,Baungon,noel.castillo5090@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,6,2nd - 1st Semester,2.54,3,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2501004419,"Natividad, Rose Anne",BSEntrep / 3rd Year,CBAA,Main,rose.natividad3863@buksu.edu.ph,Regular,Paolo D. Torres,1,1,1,1,5,2nd - 2nd Semester,2.68,4,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2301006255,"Mercado, Nicole Rae",BSA / 2nd Year,CBAA,Baungon,nicole.mercado6089@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,1,6,1st - 2nd Semester,2.62,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2301007404,"Domingo, Nathan Rose",BSCrim / 2nd Year,CCJE,Main,nathan.domingo7680@buksu.edu.ph,Face to face,Angela S. Bautista,0,0,0,0,5,2nd - 1st Semester,1.66,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2501012087,"Padilla, Miguel Mae",BSN / 4th Year,CON,Main,miguel.padilla2401@buksu.edu.ph,Hybrid,Raul Lecaros,1,1,0,0,4,4th - 1st Semester,2.23,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2402006673,"Villanueva, Janelle Cruz",BSA / 3rd Year,CBAA,Baungon,janelle.villanueva7134@gmail.com,Face to face,Patrick M. Rosales,1,0,0,0,1,2nd - 2nd Semester,1.25,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2402008478,"Salazar, Fatima Joy",BSDAT-EMC / 4th Year,F,Impasug-ong,fatima.salazar9955@gmail.com,Hybrid,Nina V. Mendoza,1,1,1,1,5,3rd - 2nd Semester,2.79,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2402004607,"Rosales, Kaye Lyn",BSPsych / 4th Year,CAS,Baungon,kaye.rosales6001@buksu.edu.ph,Transferee,Jose A. Flores,1,1,1,1,6,3rd - 2nd Semester,2.89,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
2401011920,"Torres, Paul Grace",BSCS / 1st Year,CITC,Baungon,paul.torres330@gmail.com,Regular,Leah C. Dizon,0,1,0,0,1,1st - 1st Semester,1.29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301005850,"Flores, Camille Ramos",BEEd / 3rd Year,CTE,Kalilangan,camille.flores2794@buksu.edu.ph,Regular,Jose A. Flores,0,0,0,0,4,2nd - 2nd Semester,1.78,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2301006050,"Navarro, Maria Louise",BSEntrep / 2nd Year,CBAA,Cabanglasan,maria.navarro1642@buksu.edu.ph,Online,John P. Navarro,0,1,0,0,5,2nd - 1st Semester,2.17,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2401004805,"Mercado, Adrian Louise",BSBA-FM / 4th Year,CBAA,Dangcagan,adrian.mercado8587@buksu.edu.ph,Returnee,Aileen C. Domingo,1,1,1,1,7,3rd - 2nd Semester,3.5,6,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
2302006949,"Domingo, Angel Santos",BSEd-English / 3rd Year,CTE,Impasug-ong,angel.domingo6166@gmail.com,Regular,Aileen C. Domingo,0,1,0,1,5,3rd - 1st Semester,2.14,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2201008109,"Reyes, Daniel Anne",BSBio / 2nd Year,CAS,Main,daniel.reyes6293@gmail.com,Online,Richard B. Salazar,0,1,0,0,5,1st - 2nd Semester,2.42,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2301011303,"Garcia, Louise Miguel",BSCrim / 2nd Year,CCJE,Malitbog,louise.garcia5490@gmail.com,Returnee,Maria G. Ramos,0,1,0,0,2,2nd - 1st Semester,1.92,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2501004727,"Flores, Mae Jane",BSEd-Math / 1st Year,CTE,Main,mae.flores584@buksu.edu.ph,Online,Raul Lecaros,1,1,1,1,6,1st - 1st Semester,2.77,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2302012741,"Aguilar, Kenneth Miguel",BSBA-FM / 2nd Year,CBAA,Main,kenneth.aguilar4209@gmail.com,Regular,Maria G. Ramos,0,1,0,0,2,2nd - 1st Semester,1.49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2201011015,"Soriano, Juan Kate",BSMath / 2nd Year,CAS,Kibawe,juan.soriano5213@buksu.edu.ph,Face to face,Mark T. Villanueva,0,0,0,0,2,2nd - 1st Semester,1.69,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2201007745,"Natividad, Nicole Jane",BPA / 2nd Year,COA,Kibawe,nicole.natividad2555@gmail.com,Face to face,Carla M. Reyes,0,1,0,0,5,2nd - 1st Semester,2.31,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2501007913,"Rivera, Trisha Hope",BEEd / 3rd Year,CTE,Cabanglasan,trisha.rivera5207@buksu.edu.ph,Hybrid,Leah C. Dizon,1,1,1,1,5,2nd - 2nd Semester,2.53,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2401013695,"Pascual, Maria Lyn",BSN / 1st Year,CON,Cabanglasan,maria.pascual1491@yahoo.com,Face to face,Rhea L. Aquino,0,1,0,0,3,1st - 1st Semester,2.33,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2501014244,"Gonzales, Mae Faith",BSCS / 1st Year,CITC,Main,mae.gonzales6658@gmail.com,Returnee,Patrick M. Rosales,0,1,1,0,4,1st - 1st Semester,1.66,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2402007117,"Rivera, Lyn Paolo",BSMath / 4th Year,CAS,Malitbog,lyn.rivera3443@buksu.edu.ph,Face to face,Mark T. Villanueva,0,0,0,0,2,4th - 1st Semester,1.32,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2402009181,"Mendoza, Sean Jose",BSMath / 3rd Year,CAS,San Fernando,sean.mendoza4216@gmail.com,Face to face,Leah C. Dizon,0,1,0,1,6,2nd - 2nd Semester,2.24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2301008034,"Mendoza, Jessa Faith",BSA / 3rd Year,CBAA,Kitaotao,jessa.mendoza1960@gmail.com,Online,Nina V. Mendoza,0,0,0,0,5,2nd - 2nd Semester,1.87,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2402008367,"Gonzales, Nathan Jose",BSPsych / 1st Year,CAS,Baungon,nathan.gonzales9044@buksu.edu.ph,Regular,Mark T. Villanueva,1,1,1,1,6,1st - 1st Semester,3.02,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
