Student_No,Name,Midterm_CS_Equivalent,Midterm_LAB_Equivalent,Midterm_MO_Equivalent,Midterm_Grade,Finalterm_CS_Equivalent,Finalterm_LAB_Equivalent,Finalterm_MO_Equivalent,Finalterm_Grade,Midterm_Weighted_Component,Finalterm_Weighted_Component,Final_Grade,Remarks,Midterm_CS_Raw_Short_Film_Proposal,Midterm_LAB_Raw_Storyboard,Midterm_MO_Raw_Long_Quiz_50pts,Midterm_CS_Max,Midterm_LAB_Max,Midterm_MO_Max,Finalterm_PPR1_Raw_5pts,Finalterm_PPR2_Raw_5pts,Finalterm_PPR3_Raw_5pts,Finalterm_PPR4_Raw_5pts,Finalterm_PPR5_Raw_5pts,Finalterm_PPR_Max_Each
2293408639,"Navarro, Trisha I.",2.5,2.5,2.75,2.50,2.5,2.75,2.75,2.75,2.6,2.675,2.75,Passed,71,72,36.5,100,100,50,3.55,3.6,3.4,3.4,3.55,5
2268750543,"Lintawahan, Natalie J.",1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.35,1.25,Passed,92,94,46.5,100,100,50,4.55,4.75,4.65,4.75,4.75,5
2218136128,"Rivera, Ian K.",3.5,3.5,3.25,3.50,3.5,3.25,3.5,3.50,3.4,3.425,5.00,Failed,51,51,27,100,100,50,2.7,2.65,2.75,2.75,2.75,5
2391070812,"Gumapac, Justine G.",1.75,1.75,1.5,1.75,1.75,1.75,1.5,1.75,1.65,1.65,1.75,Passed,88,87,45,100,100,50,4.45,4.5,4.4,4.45,4.35,5
2289937266,"Uy, Nicole J.",1,1.25,1,1.00,1.25,1,1,1.00,1.075,1.075,1.00,Passed,100,97,50,100,100,50,4.8,4.85,4.8,4.8,4.8,5
2239446440,"Lopez, Lester F.",2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,Passed,74,74,37.5,100,100,50,3.95,3.85,3.9,3.95,3.95,5
2202253363,"Reyes, Juvel G.",1.5,1.5,1.5,1.50,1.25,1.5,1.5,1.50,1.5,1.425,1.50,Passed,91,92,46,100,100,50,4.75,4.75,4.75,4.7,4.65,5
2361086830,"De Guzman, Princess N.",2.25,2.5,2.5,2.50,2.25,2.25,2.25,2.25,2.425,2.25,2.25,Passed,78,79,38.5,100,100,50,3.95,3.95,3.8,3.75,3.85,5
2214042462,"Lintawahan, Jessa D.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,55,55,26.5,100,100,50,2.65,2.75,2.75,2.65,2.75,5
2229162700,"Cabuco, Jannerie D.",1,1.25,1.25,1.25,1,1.25,1,1.00,1.175,1.075,1.00,Passed,97,98,50,100,100,50,4.85,5,5,4.9,5,5
2230643573,"Gumapac, Donna P.",3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.175,5.00,Failed,56,57,28,100,100,50,2.8,2.8,2.8,2.8,2.8,5
2203596394,"Aquino, Donna F.",2.75,2.75,2.5,2.75,2.5,2.75,2.5,2.50,2.65,2.575,2.50,Passed,68,70,35,100,100,50,3.6,3.65,3.65,3.65,3.55,5
2312676588,"Lantinay, Christian O.",5,5,5,5.00,3.75,5,4,5.00,5,4.225,5.00,Failed,9,10,6,100,100,50,2.35,2.45,2.45,2.35,2.45,5
2341419438,"Neri, Dean D.",1.5,1.75,1.5,1.50,1.75,1.75,1.75,1.75,1.575,1.75,1.75,Passed,90,90,43.5,100,100,50,4.35,4.3,4.45,4.4,4.35,5
2348772528,"Maraon, Nathan M.",3.25,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.15,5.00,Failed,56,58,29,100,100,50,3,3,2.85,3.05,3.05,5
2337455873,"Delfin, Renz O.",1.5,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.675,1.675,1.75,Passed,90,90,45,100,100,50,4.3,4.3,4.35,4.35,4.35,5
2245065120,"Añonuevo, Daniel N.",3,3,2.75,3.00,3,3,3,3.00,2.9,3,3.00,Passed,63,62,31.5,100,100,50,3.25,3.1,3.2,3.2,3.25,5
2398625922,"Cruz, Pia N.",3,2.75,2.75,2.75,3,2.75,2.75,2.75,2.825,2.825,2.75,Passed,65,65,32,100,100,50,3.2,3.2,3.25,3.1,3.15,5
2238092413,"Malana, Winchel J.",1,1,1,1.00,1,1,1,1.00,1,1,1.00,Passed,100,100,50,100,100,50,4.8,4.85,4.95,4.9,4.95,5
2204428059,"De Guzman, Carlo A.",1,1.25,1,1.00,1.25,1,1,1.00,1.075,1.075,1.00,Passed,98,99,49.5,100,100,50,4.8,4.8,4.85,4.8,4.9,5
2338149660,"Tilanduca, Meljon J.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,79,79,38.5,100,100,50,3.8,3.85,3.95,3.95,3.95,5
2384249841,"Bautista, Paolo F.",1.5,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.675,1.675,1.75,Passed,90,90,44.5,100,100,50,4.35,4.3,4.3,4.3,4.3,5
2354726808,"Delfin, Faith C.",3.5,3.5,3.5,3.50,3.5,3.5,3.25,3.50,3.5,3.4,5.00,Failed,53,55,27,100,100,50,2.55,2.5,2.5,2.55,2.55,5
2328468505,"Delfin, Justine A.",5,4,5,5.00,5,5,4,5.00,4.7,4.6,5.00,Failed,9,9,3,100,100,50,1.4,1.5,1.4,1.3,1.5,5
2212771340,"Dela Cruz, Miky G.",2.75,2.5,2.75,2.75,2.75,2.75,2.5,2.75,2.675,2.65,2.75,Passed,72,68,34,100,100,50,3.5,3.45,3.4,3.4,3.4,5
2215567475,"Salazar, Meljon I.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,36,36,18,100,100,50,0.8,0.6,0.8,0.6,0.8,5
2278802418,"Tilanduca, Thomas J.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,82,85,41.5,100,100,50,4.15,4.1,4.15,4.15,4.05,5
2202350186,"Gumapac, Winchel M.",2.75,2.75,3,2.75,3,3,2.75,3.00,2.85,2.9,3.00,Passed,66,65,33.5,100,100,50,3.3,3.2,3.15,3.1,3.15,5
2220634597,"Dela Cruz, Donna C.",2.75,2.75,2.75,2.75,2.5,2.5,2.5,2.50,2.75,2.5,2.50,Passed,70,70,34.5,100,100,50,3.6,3.65,3.65,3.65,3.65,5
2353165831,"Uy, Natalie K.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,84,83,41.5,100,100,50,4.1,4.1,4.15,4.2,4,5
2345584178,"Mercado, Nicole C.",3.25,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.425,3.5,5.00,Failed,55,55,27.5,100,100,50,2.75,2.75,2.75,2.65,2.7,5
2325742263,"Cabuco, Kate C.",2.5,2.75,2.5,2.50,2.75,2.5,2.75,2.75,2.575,2.675,2.75,Passed,73,70,36.5,100,100,50,3.5,3.4,3.45,3.4,3.4,5
2300169502,"Soriano, Kyle G.",1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.35,1.25,Passed,93,95,46.5,100,100,50,4.75,4.65,4.75,4.75,4.7,5
2260834063,"De Guzman, Claire L.",1,1,1,1.00,1,1.25,1,1.00,1,1.075,1.00,Passed,97,99,48.5,100,100,50,4.95,4.95,4.95,5,5,5
2330256141,"Merina, Christian P.",5,5,5,5.00,4,5,5,5.00,5,4.7,5.00,Failed,12,11,6,100,100,50,1.95,2.15,2,1.95,2,5
2352291484,"Magante, Mark J.",1.25,1,1,1.00,1,1,1,1.00,1.075,1,1.00,Passed,96,96,48.5,100,100,50,5,5,4.95,5,5,5
2304471637,"Aquino, Carlo A.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,77,74,37,100,100,50,3.95,3.85,3.85,3.95,3.9,5
2313926507,"Uy, Lester B.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,79,79,39.5,100,100,50,3.7,3.7,3.75,3.85,3.85,5
2356152242,"De Guzman, James A.",3,2.75,3,3.00,2.75,3,2.75,2.75,2.925,2.825,2.75,Passed,65,63,32,100,100,50,3.35,3.35,3.35,3.35,3.35,5
2330511452,"Salazar, Sean P.",3.25,3.25,3,3.25,3.25,3,3.25,3.25,3.15,3.175,5.00,Failed,57,56,28.5,100,100,50,2.95,2.9,3,3,2.8,5
2327612591,"Lintawahan, Kim C.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,80,81,40.5,100,100,50,4.05,4.15,4.15,4,4.05,5
2338049144,"De Guzman, Dean H.",3,3,2.75,3.00,3,3,2.75,3.00,2.9,2.9,3.00,Passed,64,65,32,100,100,50,3.2,3.1,3.2,3.1,3.1,5
2294441106,"Tan, Justine I.",3,2.75,3,3.00,2.75,2.75,2.75,2.75,2.925,2.75,2.75,Passed,62,63,31,100,100,50,3.35,3.25,3.25,3.15,3.35,5
2302221717,"Gumapac, Christian H.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,83,80,41,100,100,50,4.2,4.15,4.25,4.25,4.05,5
2381844406,"Publico, Justine K.",2.5,2.25,2.5,2.50,2.25,2.25,2.5,2.25,2.425,2.35,2.25,Passed,74,76,37,100,100,50,3.8,3.85,3.8,3.8,3.8,5
2233179636,"Torres, Thomas P.",2.75,3,2.75,2.75,3,2.75,2.75,2.75,2.825,2.825,2.75,Passed,67,66,33.5,100,100,50,3.1,3.15,3.1,3.2,3.1,5
2209740968,"Cabuco, Faith M.",2.25,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2.325,2.325,2.25,Passed,79,79,38.5,100,100,50,3.7,3.7,3.8,3.7,3.7,5
2365573495,"Rivera, Sean F.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,77,78,38.5,100,100,50,3.8,3.75,3.85,3.8,3.95,5
2327966487,"Valdez, John F.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,53,54,26.5,100,100,50,2.65,2.7,2.65,2.7,2.75,5
2297895005,"Uy, Pia I.",1.25,1.5,1.25,1.25,1.5,1.25,1.25,1.25,1.325,1.325,1.25,Passed,92,95,47.5,100,100,50,4.65,4.6,4.6,4.55,4.6,5
2372954559,"Valdez, Princess N.",1.5,1.5,1.5,1.50,1.75,1.75,1.75,1.75,1.5,1.75,1.75,Passed,90,89,45,100,100,50,4.3,4.35,4.3,4.4,4.4,5
2234565145,"Nuer, Ella I.",1.5,1.5,1.5,1.50,1.25,1.5,1.5,1.50,1.5,1.425,1.50,Passed,91,92,46.5,100,100,50,4.6,4.7,4.75,4.65,4.6,5
2319959971,"Magante, Daniel E.",2,2,2,2.00,2,1.75,2,2.00,2,1.925,2.00,Passed,84,85,42.5,100,100,50,4.1,4,4.1,4.1,4.05,5
2294192280,"Albarracin, Juvel H.",2.75,2.5,2.5,2.50,2.5,2.5,2.5,2.50,2.575,2.5,2.50,Passed,68,68,34,100,100,50,3.55,3.6,3.4,3.55,3.55,5
2263066409,"Tilanduca, John L.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,11,13,6.5,100,100,50,1.45,1.45,1.35,1.35,1.45,5
2237674735,"Dela Cruz, James O.",2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.35,2.25,2.25,Passed,77,78,38,100,100,50,3.85,3.95,3.95,3.9,3.95,5
2333494252,"Villanueva, Princess N.",2.75,2.5,2.5,2.50,2.5,2.5,2.75,2.50,2.575,2.6,2.50,Passed,70,68,34.5,100,100,50,3.6,3.5,3.5,3.55,3.6,5
2267347095,"Publico, Kyle G.",2.75,2.75,3,2.75,2.75,2.75,3,2.75,2.85,2.85,2.75,Passed,66,66,32.5,100,100,50,3.2,3.3,3.35,3.3,3.25,5
2370895207,"Quimbo, Jade A.",3,3,2.75,3.00,3,3,3,3.00,2.9,3,3.00,Passed,62,62,32.5,100,100,50,3.1,3.1,3.15,3.1,3.2,5
2389261339,"Dela Cerna, Meljon D.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,51,52,25,100,100,50,2.5,2.65,2.65,2.7,2.6,5
2346927029,"Tan, Jade O.",2.25,2.25,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2.325,2.25,Passed,75,77,38,100,100,50,3.85,3.8,3.7,3.7,3.85,5
2377708219,"Dela Cerna, Justine M.",1.5,1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.325,1.325,1.25,Passed,92,92,46.5,100,100,50,4.65,4.7,4.7,4.65,4.7,5
2354279915,"Maraon, Trisha M.",4,5,5,5.00,5,3.75,5,5.00,4.7,4.625,5.00,Failed,42,40,21,100,100,50,2,1.85,2,1.85,1.95,5
2272354341,"De Guzman, Kyle C.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,18,21,10,100,100,50,1.6,1.75,1.75,1.7,1.55,5
2245777535,"Tilanduca, Paolo M.",2,2,1.75,2.00,2,2,2,2.00,1.9,2,2.00,Passed,85,84,42,100,100,50,4.05,4.15,4,4.15,4.15,5
2322441132,"Halinon, Claire A.",1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.75,1.65,1.75,1.75,Passed,86,86,43,100,100,50,4.4,4.4,4.4,4.4,4.4,5
2242904682,"Aquino, Nicole L.",1,1.25,1,1.00,1,1,1.25,1.00,1.075,1.1,1.00,Passed,100,100,50,100,100,50,4.95,5,4.8,5,4.9,5
2290762037,"Tan, Patrick N.",3.5,3.5,3.5,3.50,3.5,3.5,3.25,3.50,3.5,3.4,5.00,Failed,51,54,25.5,100,100,50,2.75,2.7,2.75,2.75,2.7,5
2355418798,"Cabuco, Anne H.",1,1,1,1.00,1,1,1,1.00,1,1,1.00,Passed,97,100,50,100,100,50,4.9,4.95,4.9,4.8,4.8,5
2376086606,"Gumapac, Kevin H.",3,3,3,3.00,2.75,3,2.75,2.75,3,2.825,3.00,Passed,65,62,31,100,100,50,3.25,3.25,3.35,3.15,3.25,5
2240142849,"Halinon, Kyle H.",3,2.75,3,3.00,3,2.75,3,3.00,2.925,2.925,3.00,Passed,62,62,31,100,100,50,3.1,3.15,3.2,3.2,3.1,5
2347679633,"De Guzman, Elisabeth I.",1.5,1.75,1.5,1.50,1.75,1.75,1.75,1.75,1.575,1.75,1.75,Passed,90,90,44,100,100,50,4.45,4.35,4.3,4.4,4.3,5
2206121299,"Dela Cruz, Lester M.",2.5,2.75,2.5,2.50,2.5,2.75,2.5,2.50,2.575,2.575,2.50,Passed,70,71,35.5,100,100,50,3.65,3.55,3.55,3.6,3.65,5
2205931756,"Tan, Thomas L.",1.5,1.25,1.5,1.50,1.25,1.25,1.5,1.25,1.425,1.35,1.25,Passed,93,94,45.5,100,100,50,4.75,4.7,4.65,4.75,4.75,5
2242003289,"Quimbo, Miguel K.",5,5,5,5.00,5,4,5,5.00,5,4.7,5.00,Failed,30,30,13.5,100,100,50,0.6,0.75,0.6,0.65,0.55,5
2240063487,"Nuer, Mark K.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,53,52,26,100,100,50,2.75,2.65,2.75,2.75,2.75,5
2297438481,"Torres, Dean P.",2.75,2.5,2.5,2.50,2.5,2.5,2.5,2.50,2.575,2.5,2.50,Passed,69,68,35,100,100,50,3.5,3.45,3.6,3.45,3.55,5
2248534066,"Halinon, Lester P.",1.5,1.5,1.5,1.50,1.75,1.75,1.75,1.75,1.5,1.75,1.75,Passed,90,89,44,100,100,50,4.5,4.35,4.5,4.35,4.5,5
2307196070,"Publico, Kyle M.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,55,54,27,100,100,50,2.5,2.65,2.5,2.6,2.6,5
2387861716,"Dela Cerna, Daniel M.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,85,82,42,100,100,50,4,4,4.05,4,4,5
2302650770,"Delfin, Nathan B.",3.25,3.25,3,3.25,3.25,3.25,3.25,3.25,3.15,3.25,5.00,Failed,56,56,28,100,100,50,3,2.95,3,3,2.95,5
2334853256,"Dela Cerna, Natalie A.",1.5,1.5,1.75,1.50,1.75,1.75,1.75,1.75,1.6,1.75,1.75,Passed,90,90,45,100,100,50,4.45,4.35,4.45,4.45,4.3,5
2210857232,"Castro, Gabriel B.",2.75,2.75,2.75,2.75,2.75,3,3,3.00,2.75,2.925,2.75,Passed,65,65,33.5,100,100,50,3.3,3.3,3.15,3.25,3.3,5
2299937100,"Gonzales, Justine C.",2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.35,2.25,2.25,Passed,75,77,38.5,100,100,50,3.9,3.7,3.7,3.9,3.9,5
2364435479,"Lopez, Nicole L.",1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.325,1.25,1.25,Passed,93,91,47,100,100,50,4.6,4.75,4.6,4.65,4.75,5
2351435390,"Valdez, Jaymarc G.",3.25,3,3.25,3.25,3,3.25,3.25,3.25,3.175,3.175,5.00,Failed,56,56,28,100,100,50,3.05,3.05,3.05,3.05,3.05,5
2381515584,"Albarracin, Christian B.",2.5,2.75,2.5,2.50,2.75,2.5,2.75,2.75,2.575,2.675,2.75,Passed,73,73,36.5,100,100,50,3.45,3.55,3.55,3.4,3.4,5
2276285414,"Santos, Princess M.",1,1.25,1,1.00,1,1,1.25,1.00,1.075,1.1,1.00,Passed,100,98,50,100,100,50,5,4.95,5,5,5,5
2301452759,"Tilanduca, Kyle G.",2.75,2.5,2.5,2.50,2.75,2.5,2.5,2.50,2.575,2.575,2.50,Passed,68,68,34,100,100,50,3.4,3.5,3.4,3.4,3.4,5
2284478411,"Reyes, Thomas C.",5,5,5,5.00,5,5,3.75,5.00,5,4.5,5.00,Failed,21,19,11.5,100,100,50,0.3,0.3,0.4,0.3,0.35,5
2231725229,"Garcia, Jaira D.",2.75,2.5,2.5,2.50,2.5,2.75,2.75,2.75,2.575,2.675,2.75,Passed,68,69,35.5,100,100,50,3.6,3.65,3.65,3.5,3.55,5
2215441794,"Torres, Kim M.",1.75,1.5,1.5,1.50,1.75,1.5,1.75,1.75,1.575,1.675,1.75,Passed,87,87,43,100,100,50,4.35,4.5,4.35,4.5,4.45,5
2366609131,"Tolentino, Sean M.",2.75,2.5,2.5,2.50,2.5,2.75,2.5,2.50,2.575,2.575,2.50,Passed,70,68,34,100,100,50,3.45,3.5,3.5,3.6,3.6,5
2288474989,"Delfin, Miky C.",1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,Passed,92,95,46,100,100,50,4.7,4.65,4.75,4.75,4.75,5
2378868622,"Melendez, Maria P.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,80,81,40,100,100,50,4.25,4.2,4.15,4.2,4.05,5
2240386287,"Melendez, Rica O.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,83,83,42,100,100,50,4.1,4.25,4.1,4.25,4.25,5
2348340230,"Cruz, John L.",1.5,1.25,1.5,1.50,1.5,1.25,1.25,1.25,1.425,1.325,1.25,Passed,92,91,46,100,100,50,4.55,4.65,4.55,4.55,4.7,5
2380869494,"Aquino, Daniel A.",2,2,2,2.00,2,1.75,2,2.00,2,1.925,2.00,Passed,81,80,40,100,100,50,4.15,4,4.1,4.15,4.1,5
2250872901,"Quimbo, Winchel A.",3,3.25,3,3.00,3.25,3,3,3.00,3.075,3.075,3.00,Passed,60,61,30.5,100,100,50,2.9,2.85,2.8,2.95,2.9,5
2339767588,"Torres, Rogelio C.",2.5,2.5,2.5,2.50,2.5,2.5,2.5,2.50,2.5,2.5,2.50,Passed,68,71,35.5,100,100,50,3.55,3.65,3.65,3.65,3.65,5
2278633800,"Navarro, Kyle J.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,85,84,42.5,100,100,50,4.05,4,4,4.1,4,5
2274878030,"Tolentino, John D.",5,5,5,5.00,3.75,5,4,5.00,5,4.225,5.00,Failed,39,38,18.5,100,100,50,2.25,2.35,2.25,2.3,2.45,5
2378346525,"Halinon, Jannerie F.",2,2,1.75,2.00,2,2,1.75,2.00,1.9,1.9,2.00,Passed,81,80,40,100,100,50,4.15,4.2,4.05,4.15,4.15,5
2204184460,"Dela Cruz, Natalie O.",1,1,1,1.00,1.25,1,1,1.00,1,1.075,1.00,Passed,99,100,50,100,100,50,4.8,4.9,4.85,4.85,4.8,5
2285092729,"Delfin, John A.",3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,5.00,Failed,57,56,28,100,100,50,2.9,2.8,2.8,2.9,2.8,5
2235871713,"Gonzales, Donna F.",1.5,1.5,1.5,1.50,1.5,1.25,1.5,1.50,1.5,1.425,1.50,Passed,92,91,46,100,100,50,4.55,4.7,4.7,4.65,4.55,5
2332995560,"Mercado, Jaira M.",3.25,3,3.25,3.25,3.25,3.25,3.25,3.25,3.175,3.25,5.00,Failed,58,56,29.5,100,100,50,2.8,2.8,2.9,2.8,2.85,5
2379403770,"Gonzales, Ian E.",1,1,1,1.00,1,1,1,1.00,1,1,1.00,Passed,99,99,49.5,100,100,50,4.85,4.8,4.9,4.9,4.8,5
2299074333,"Dela Cerna, Gabriel K.",1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.65,1.75,Passed,86,87,43,100,100,50,4.3,4.4,4.3,4.3,4.3,5
2305358990,"Bautista, Meljon J.",3,2.75,2.75,2.75,3,3,3,3.00,2.825,3,3.00,Passed,63,65,31.5,100,100,50,3.2,3.1,3.2,3.1,3.1,5
2366992993,"Reyes, Ella E.",1.5,1.5,1.5,1.50,1.5,1.5,1.25,1.50,1.5,1.4,1.50,Passed,93,91,46.5,100,100,50,4.75,4.6,4.55,4.6,4.7,5
2347534835,"Aquino, Jade G.",2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.675,2.75,2.75,Passed,68,68,34.5,100,100,50,3.45,3.6,3.4,3.45,3.4,5
2222668810,"Garcia, John F.",1.25,1,1,1.00,1,1,1,1.00,1.075,1,1.00,Passed,96,96,48,100,100,50,5,4.85,5,4.9,5,5
2202226761,"Delfin, Ella G.",1,1,1.25,1.00,1,1.25,1,1.00,1.1,1.075,1.00,Passed,98,96,48.5,100,100,50,4.95,5,5,4.95,4.95,5
2317681281,"Tolentino, Princess O.",3,3,2.75,3.00,3,2.75,3,3.00,2.9,2.925,3.00,Passed,62,62,31.5,100,100,50,3.2,3.2,3.1,3.15,3.1,5
2227323891,"Domingo, Pol N.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,52,50,26,100,100,50,2.55,2.5,2.5,2.55,2.5,5
2209615327,"Neri, Mary B.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,75,76,37.5,100,100,50,3.95,3.95,3.8,3.75,3.9,5
2325221974,"Mendoza, John N.",2.75,3,3,3.00,3,2.75,2.75,2.75,2.925,2.825,2.75,Passed,66,67,33,100,100,50,3.25,3.3,3.1,3.25,3.3,5
2265561813,"Torres, Pia A.",2.5,2.5,2.5,2.50,2.5,2.75,2.5,2.50,2.5,2.575,2.50,Passed,73,72,35.5,100,100,50,3.55,3.55,3.4,3.5,3.5,5
2389952270,"Magante, John C.",1.25,1.5,1.25,1.25,1.5,1.25,1.25,1.25,1.325,1.325,1.25,Passed,94,95,47.5,100,100,50,4.55,4.65,4.55,4.55,4.55,5
2299132256,"Uy, Paolo C.",2.75,2.75,3,2.75,3,3,3,3.00,2.85,3,3.00,Passed,67,64,33.5,100,100,50,3.15,3.25,3.2,3.15,3.1,5
2335606985,"De Guzman, Trisha D.",1.75,1.75,1.5,1.75,1.75,1.75,1.5,1.75,1.65,1.65,1.75,Passed,89,87,44,100,100,50,4.4,4.3,4.3,4.35,4.4,5
2340771023,"Magante, Mark J.",3.25,3,3.25,3.25,3.25,3,3,3.00,3.175,3.075,3.00,Passed,60,60,28.5,100,100,50,2.95,2.85,2.9,2.95,2.85,5
2320522579,"Cajes, Miguel E.",1,1,1,1.00,1.25,1,1.25,1.25,1,1.175,1.00,Passed,98,96,48.5,100,100,50,4.8,4.95,4.85,4.8,4.8,5
2285993601,"Gumapac, Daniel O.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,74,76,38,100,100,50,3.85,3.75,3.7,3.7,3.8,5
2202152742,"Publico, Juvel K.",2.5,2.5,2.75,2.50,2.5,2.5,2.5,2.50,2.6,2.5,2.50,Passed,72,73,36.5,100,100,50,3.65,3.45,3.55,3.45,3.6,5
2288608332,"Cruz, Winchel G.",2.75,2.75,3,2.75,3,3,3,3.00,2.85,3,3.00,Passed,64,67,33.5,100,100,50,3.2,3.3,3.3,3.3,3.1,5
2304646317,"Uy, John J.",1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.35,1.25,Passed,92,94,47,100,100,50,4.65,4.75,4.75,4.6,4.65,5
2218747818,"Lantinay, Elisabeth M.",3,3,2.75,3.00,2.75,2.75,2.75,2.75,2.9,2.75,2.75,Passed,62,64,31.5,100,100,50,3.35,3.35,3.35,3.25,3.35,5
2261269188,"Santos, Meljon A.",5,5,5,5.00,4,4,5,5.00,5,4.4,5.00,Failed,7,9,5,100,100,50,2,2.05,1.9,2.1,2,5
2369576404,"Merina, Christian D.",5,5,3.75,5.00,5,5,5,5.00,4.5,5,5.00,Failed,22,25,10.5,100,100,50,1.75,1.7,1.8,1.8,1.85,5
2372515901,"Bautista, Kate G.",2.5,2.75,2.5,2.50,2.5,2.75,2.5,2.50,2.575,2.575,2.50,Passed,73,73,36.5,100,100,50,3.6,3.55,3.5,3.55,3.65,5
2244762803,"Flores, Renz E.",1.75,2,2,2.00,2,2,1.75,2.00,1.925,1.9,2.00,Passed,85,85,42.5,100,100,50,4.15,4.1,4.25,4.2,4.2,5
2292817041,"Salazar, Johann J.",1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,Passed,86,86,43,100,100,50,4.3,4.4,4.4,4.3,4.3,5
2326918333,"Ramos, Nicole B.",5,5,4,5.00,5,3.75,5,5.00,4.6,4.625,5.00,Failed,2,6,1.5,100,100,50,0,0,0,0.1,0,5
2336535539,"Gumapac, Maria D.",2.5,2.75,2.5,2.50,2.75,2.5,2.75,2.75,2.575,2.675,2.75,Passed,72,71,36.5,100,100,50,3.45,3.55,3.4,3.5,3.4,5
2339043202,"Soriano, Alyssa D.",3.75,5,5,5.00,5,5,5,5.00,4.625,5,5.00,Failed,47,49,24,100,100,50,1.5,1.35,1.5,1.45,1.5,5
2310328988,"Dela Cruz, Gabriel N.",1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,Passed,88,86,44,100,100,50,4.45,4.45,4.5,4.3,4.35,5
2360708581,"Abad, James H.",1,1,1,1.00,1,1,1.25,1.00,1,1.1,1.00,Passed,100,99,50,100,100,50,4.95,5,4.9,4.9,5,5
2227737080,"Publico, Jessa C.",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,Passed,77,76,38.5,100,100,50,3.8,3.8,3.7,3.75,3.8,5
2346097145,"Dela Cerna, Mark B.",3.25,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.15,5.00,Failed,60,60,28.5,100,100,50,3,3,2.9,2.95,3,5
2384978726,"Dela Cerna, Mary P.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,83,84,42.5,100,100,50,4.1,4.1,4.25,4.1,4.15,5
2303159388,"Flores, Kim L.",3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.175,5.00,Failed,57,57,29,100,100,50,2.8,2.8,2.8,2.9,2.8,5
